SPECIES,Stock,Series,Year,Value,TableSource
Chinook,Alsek River,Klukshu - Escapement,1981,1963,E.5
Chinook,Alsek River,Klukshu - Escapement,1982,1969,E.5
Chinook,Alsek River,Klukshu - Escapement,1983,2237,E.5
Chinook,Alsek River,Klukshu - Escapement,1984,1572,E.5
Chinook,Alsek River,Klukshu - Escapement,1985,1283,E.5
Chinook,Alsek River,Klukshu - Escapement,1986,2607,E.5
Chinook,Alsek River,Klukshu - Escapement,1987,2491,E.5
Chinook,Alsek River,Klukshu - Escapement,1988,1994,E.5
Chinook,Alsek River,Klukshu - Escapement,1989,2289,E.5
Chinook,Alsek River,Klukshu - Escapement,1990,1742,E.5
Chinook,Alsek River,Klukshu - Escapement,1991,2248,E.5
Chinook,Alsek River,Klukshu - Escapement,1992,1242,E.5
Chinook,Alsek River,Klukshu - Escapement,1993,3220,E.5
Chinook,Alsek River,Klukshu - Escapement,1994,3628,E.5
Chinook,Alsek River,Klukshu - Escapement,1995,5394,E.5
Chinook,Alsek River,Klukshu - Escapement,1996,3382,E.5
Chinook,Alsek River,Klukshu - Escapement,1997,2829,E.5
Chinook,Alsek River,Klukshu - Escapement,1998,1347,E.5
Chinook,Alsek River,Klukshu - Escapement,1999,2168,E.5
Chinook,Alsek River,Klukshu - Escapement,2000,1321,E.5
Chinook,Alsek River,Klukshu - Escapement,2001,1738,E.5
Chinook,Alsek River,Klukshu - Escapement,2002,2134,E.5
Chinook,Alsek River,Klukshu - Escapement,2003,1661,E.5
Chinook,Alsek River,Klukshu - Escapement,2004,2445,E.5
Chinook,Alsek River,Klukshu - Escapement,2005,963,E.5
Chinook,Alsek River,Klukshu - Escapement,2006,566,E.5
Chinook,Alsek River,Klukshu - Escapement,2007,676,E.5
Chinook,Alsek River,Klukshu - Escapement,2008,466,E.5
Chinook,Alsek River,Klukshu - Escapement,2009,1518,E.5
Chinook,Alsek River,Klukshu - Escapement,2010,2259,E.5
Chinook,Alsek River,Klukshu - Escapement,2011,1610,E.5
Chinook,Alsek River,Klukshu - Escapement,2012,693,E.5
Chinook,Alsek River,Klukshu - Escapement,2013,1227,E.5
Chinook,Alsek River,Klukshu - Escapement,2014,832,E.5
Chinook,Alsek River,Klukshu - Escapement,2015,1388,E.5
Chinook,Alsek River,Klukshu - Escapement,2016,646,E.5
Chinook,Alsek River,Klukshu - Escapement,2017,443,E.5
Chinook,Alsek River,Klukshu - Escapement,2018,1087,E.5
Chinook,Alsek River,Klukshu - Escapement,2019,1573,E.5
Chinook,Alsek River,Klukshu - Escapement,2020,1316,E.5
Chinook,Alsek River,Klukshu - Escapement,2021,1384,E.5
Chinook,Alsek River,Klukshu - Escapement,2022,934,E.5
Chinook,Alsek River,Klukshu - Escapement,2023,1053,E.5
Chinook,Alsek River,Blanchard River Aerial Index,1984,304,E.8
Chinook,Alsek River,Blanchard River Aerial Index,1985,232,E.8
Chinook,Alsek River,Blanchard River Aerial Index,1986,556,E.8
Chinook,Alsek River,Blanchard River Aerial Index,1987,624,E.8
Chinook,Alsek River,Blanchard River Aerial Index,1988,437,E.8
Chinook,Alsek River,Blanchard River Aerial Index,1989,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,1990,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,1991,121,E.8
Chinook,Alsek River,Blanchard River Aerial Index,1992,86,E.8
Chinook,Alsek River,Blanchard River Aerial Index,1993,326,E.8
Chinook,Alsek River,Blanchard River Aerial Index,1994,349,E.8
Chinook,Alsek River,Blanchard River Aerial Index,1995,338,E.8
Chinook,Alsek River,Blanchard River Aerial Index,1996,132,E.8
Chinook,Alsek River,Blanchard River Aerial Index,1997,109,E.8
Chinook,Alsek River,Blanchard River Aerial Index,1998,71,E.8
Chinook,Alsek River,Blanchard River Aerial Index,1999,371,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2000,163,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2001,543,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2002,351,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2003,127,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2004,84,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2005,112,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2006,98,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2007,39,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2008,65,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2009,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2010,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2011,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2012,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2013,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2014,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2015,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2016,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2017,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2018,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2019,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2020,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2021,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2022,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2023,NA,E.8
Chinook,Alsek River,Blanchard River Sonar (Large Fish),2019,1408,E.8
Chinook,Alsek River,Blanchard River Sonar (Large Fish),2020,NA,E.9
Chinook,Alsek River,Blanchard River Sonar (Large Fish),2021,792,E.10
Chinook,Alsek River,Blanchard River Sonar (Large Fish),2022,739,E.11
Chinook,Alsek River,Takhanne River Aerial Index,1984,158,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1985,184,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1986,358,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1987,395,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1988,169,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1989,158,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1990,325,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1991,86,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1992,77,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1993,351,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1994,342,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1995,260,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1996,230,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1997,190,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1998,136,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1999,194,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2000,152,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2001,287,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2002,220,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2003,105,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2004,46,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2005,47,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2006,28,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2007,32,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2008,41,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2009,NA,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2010,NA,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2011,NA,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2012,NA,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2013,NA,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2014,NA,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2015,NA,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2016,NA,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2017,NA,E.8
Chinook,Alsek River,Takhanne River Snorkel Survey,2018,127,E.8
Chinook,Alsek River,Takhanne River Snorkel Survey,2019,150,E.8
Chinook,Alsek River,Takhanne River Snorkel Survey,2020,150,E.8
Chinook,Alsek River,Takhanne River Snorkel Survey,2021,189,E.8
Chinook,Alsek River,Takhanne River Snorkel Survey,2022,200,E.8
Chinook,Alsek River,Takhanne River Snorkel Survey,2023,131,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1984,28,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1985,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1986,142,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1987,85,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1988,54,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1989,34,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1990,32,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1991,63,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1992,16,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1993,50,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1994,67,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1995,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1996,12,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1997,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1998,39,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1999,51,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2000,33,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2001,21,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2002,86,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2003,10,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2004,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2005,7,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2006,9,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2007,45,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2008,11,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2009,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2010,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2011,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2012,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2013,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2014,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2015,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2016,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2017,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2018,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2019,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2020,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2021,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2022,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2023,NA,E.8
Chinook,Alsek River,Alsek Above Border Run,1998,7179,E.7
Chinook,Alsek River,Alsek Above Border Run,1999,15027,E.7
Chinook,Alsek River,Alsek Above Border Run,2000,8047,E.7
Chinook,Alsek River,Alsek Above Border Run,2001,6982,E.7
Chinook,Alsek River,Alsek Above Border Run,2002,5886,E.7
Chinook,Alsek River,Alsek Above Border Run,2003,6132,E.7
Chinook,Alsek River,Alsek Above Border Run,2004,7268,E.7
Chinook,Alsek River,Alsek Harvest Total,1998,346,E.7
Chinook,Alsek River,Alsek Harvest Total,1999,412,E.7
Chinook,Alsek River,Alsek Harvest Total,2000,142,E.7
Chinook,Alsek River,Alsek Harvest Total,2001,277,E.7
Chinook,Alsek River,Alsek Harvest Total,2002,317,E.7
Chinook,Alsek River,Alsek Harvest Total,2003,228,E.7
Chinook,Alsek River,Alsek Harvest Total,2004,185,E.7
Chinook,Alsek River,Alsek Escapement,1998,6833,E.7
Chinook,Alsek River,Alsek Escapement,1999,14615,E.7
Chinook,Alsek River,Alsek Escapement,2000,7905,E.7
Chinook,Alsek River,Alsek Escapement,2001,6705,E.7
Chinook,Alsek River,Alsek Escapement,2002,5569,E.7
Chinook,Alsek River,Alsek Escapement,2003,5904,E.7
Chinook,Alsek River,Alsek Escapement,2004,7083,E.7
Chinook,Alsek River,Alsek Total Inriver Run,1998,7929,E.7
Chinook,Alsek River,Alsek Total Inriver Run,1999,15587,E.7
Chinook,Alsek River,Alsek Total Inriver Run,2000,8807,E.7
Chinook,Alsek River,Alsek Total Inriver Run,2001,7943,E.7
Chinook,Alsek River,Alsek Total Inriver Run,2002,6593,E.7
Chinook,Alsek River,Alsek Total Inriver Run,2003,6872,E.7
Chinook,Alsek River,Alsek Total Inriver Run,2004,7980,E.7
Chinook,Alsek River,Alsek River - Escapement,1976,5282,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1977,12706,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1978,12034,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1979,17354,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1980,10718,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1981,8587,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1982,9584,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1983,10344,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1984,7213,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1985,6087,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1986,11069,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1987,11276,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1988,8852,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1989,10178,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1990,8775,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1991,11667,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1992,5773,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1993,13917,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1994,15970,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1995,24772,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1996,15922,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1997,12494,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1998,6833,E.7_full
Chinook,Alsek River,Alsek River - Escapement,1999,14615,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2000,7905,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2001,6705,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2002,5569,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2003,5904,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2004,7083,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2005,4390,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2006,2321,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2007,2827,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2008,1885,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2009,6239,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2010,9526,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2011,6850,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2012,3027,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2013,4992,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2014,3357,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2015,5697,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2016,2514,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2017,1741,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2018,4348,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2019,6319,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2020,5330,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2021,5562,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2022,3750,E.7_full
Chinook,Alsek River,Alsek River - Escapement,2023,4234,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1976,350,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1977,650,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1978,650,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1979,1950,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1980,350,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1981,465,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1982,624,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1983,612,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1984,575,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1985,425,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1986,267,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1987,492,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1988,292,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1989,506,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1990,757,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1991,897,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1992,251,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1993,323,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1994,486,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1995,1624,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1996,1098,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1997,530,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1998,346,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,1999,412,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2000,142,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2001,277,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2002,317,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2003,228,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2004,185,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2005,114,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2006,19,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2007,41,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2008,7,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2009,125,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2010,294,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2011,214,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2012,85,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2013,72,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2014,43,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2015,131,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2016,90,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2017,51,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2018,0,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2019,37,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2020,22,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2021,42,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2022,14,E.7_full
Chinook,Alsek River,Alsek River - Canada harvest,2023,22,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1976,525,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1977,1420,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1978,2441,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1979,2605,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1980,1439,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1981,811,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1982,619,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1983,125,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1984,60,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1985,229,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1986,503,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1987,374,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1988,236,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1989,248,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1990,163,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1991,141,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1992,316,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1993,338,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1994,865,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1995,721,E.7_full
Chinook,Alsek River,Alsek River - Harvest Dry Bay,1996,832,E.7_full
