SPECIES,Stock,Series,Year,Value,TableSource
Coho,Alsek River,Klukshu Weir Counts,2008,"4,275",E.15
Coho,Alsek River,Klukshu Weir Counts,2009,424,E.15
Coho,Alsek River,Klukshu Weir Counts,2010,"2,365",E.15
Coho,Alsek River,Klukshu Weir Counts,2011,"2,119",E.15
Coho,Alsek River,Klukshu Weir Counts,2012,"1,272",E.15
Coho,Alsek River,Klukshu Weir Counts,2013,"7,462",E.15
Coho,Alsek River,Klukshu Weir Counts,2014,341,E.15
Coho,Alsek River,Klukshu Weir Counts,2015,"1,810",E.15
Coho,Alsek River,Klukshu Weir Counts,2016,"2,141",E.15
Coho,Alsek River,Klukshu Weir Counts,2017,966,E.15
Coho,Alsek River,Klukshu Weir Counts,2018,728,E.15
Coho,Alsek River,Klukshu Weir Counts,2019,"2,180",E.15
Coho,Alsek River,Klukshu Weir Counts,2020,"3,869",E.15
Coho,Alsek River,Klukshu Weir Counts,2021,"3,559",E.15
Coho,Alsek River,Klukshu Weir Counts,2022,971,E.15
Coho,Alsek River,Klukshu Weir Counts,2023,"11,671",E.15
Coho,Alsek River,Klukshu Weir Counts,2024,"9,255",E.15
Coho,Alsek River,Harvest above Klukshu Weir,1991,62,E.15
Coho,Alsek River,Harvest above Klukshu Weir,1992,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,1993,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,1994,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,1995,50,E.15
Coho,Alsek River,Harvest above Klukshu Weir,1996,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,1997,5,E.15
Coho,Alsek River,Harvest above Klukshu Weir,1998,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,1999,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2000,41,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2001,2,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2002,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2003,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2004,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2005,20,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2006,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2007,1,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2008,26,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2009,3,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2010,4,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2011,9,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2012,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2013,140,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2014,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2015,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2016,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2017,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2018,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2019,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2020,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2021,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2022,0,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2023,4,E.15
Coho,Alsek River,Harvest above Klukshu Weir,2024,0,E.15
Coho,Alsek River,Klukshu Escapement,1991,"8,478",E.15
Coho,Alsek River,Klukshu Escapement,1992,"1,145",E.15
Coho,Alsek River,Klukshu Escapement,1993,788,E.15
Coho,Alsek River,Klukshu Escapement,1994,"1,232",E.15
Coho,Alsek River,Klukshu Escapement,1995,"3,564",E.15
Coho,Alsek River,Klukshu Escapement,1996,"3,465",E.15
Coho,Alsek River,Klukshu Escapement,1997,302,E.15
Coho,Alsek River,Klukshu Escapement,1998,"1,961",E.15
Coho,Alsek River,Klukshu Escapement,1999,"2,531",E.15
Coho,Alsek River,Klukshu Escapement,2000,"4,791",E.15
Coho,Alsek River,Klukshu Escapement,2001,746,E.15
Coho,Alsek River,Klukshu Escapement,2002,"9,921",E.15
Coho,Alsek River,Klukshu Escapement,2003,"3,689",E.15
Coho,Alsek River,Klukshu Escapement,2004,750,E.15
Coho,Alsek River,Klukshu Escapement,2005,663,E.15
Coho,Alsek River,Klukshu Escapement,2006,420,E.15
Coho,Alsek River,Klukshu Escapement,2007,299,E.15
Coho,Alsek River,Klukshu Escapement,2008,"4,249",E.15
Coho,Alsek River,Klukshu Escapement,2009,421,E.15
Coho,Alsek River,Klukshu Escapement,2010,"2,361",E.15
Coho,Alsek River,Klukshu Escapement,2011,"2,110",E.15
Coho,Alsek River,Klukshu Escapement,2012,"1,272",E.15
Coho,Alsek River,Klukshu Escapement,2013,"7,322",E.15
Coho,Alsek River,Klukshu Escapement,2014,341,E.15
Coho,Alsek River,Klukshu Escapement,2015,"1,810",E.15
Coho,Alsek River,Klukshu Escapement,2016,"2,141",E.15
Coho,Alsek River,Klukshu Escapement,2017,966,E.15
Coho,Alsek River,Klukshu Escapement,2018,728,E.15
Coho,Alsek River,Klukshu Escapement,2019,"2,180",E.15
Coho,Alsek River,Klukshu Escapement,2020,"3,869",E.15
Coho,Alsek River,Klukshu Escapement,2021,"3,559",E.15
Coho,Alsek River,Klukshu Escapement,2022,971,E.15
Coho,Alsek River,Klukshu Escapement,2023,"11,667",E.15
Coho,Alsek River,Klukshu Escapement,2024,"8,955",E.15
